route,pageType,section,visibleText,component
home,home,,07,SPAN
home,home,,재생에너지 발주·확대계획,SPAN
home,home,,· 2021–2050년,SMALL
home,home,,개정,SPAN
home,home,,PDP8,SPAN
home,home,,( 베트남 제8차 국가전력개발계획 ),SPAN
home,home,,부록Ⅱ(768/QĐ-TTg) 원문 자체 검산,SPAN
home,home,,08,SPAN
home,home,,국제협력·기후재원 사업,SPAN
home,home,,· 2013–2026년,SMALL
home,home,,Climate Investment Funds (,SPAN
home,home,,CIF,SPAN
home,home,,) — Clean Technology Fund (,SPAN
home,home,,CTF,SPAN
home,home,,) Trust Fund Committee,SPAN
home,home,,데이터 현황,H2
home,home,,데이터 이용안내 →,BUTTON
home,home,,데이터,DT
home,home,,152개,DD
home,home,,지도 데이터,DT
home,home,,12개,DD
home,home,,다운로드 가능,DT
home,home,,147개,DD
home,home,,데이터 기준일,DT
home,home,,2026.08.27,DD
home,home,,개도국 기후기술 협력 플랫폼,STRONG
home,home,,국가·기술별 근거자료 탐색·비교·협력 검토,P
home,home,,지도,BUTTON
home,home,,데이터 이용안내,BUTTON
home,home,,© 2026 국가녹색기술연구소,SPAN
home,home,,문의,A
finder,finder,,개도국 전략지도,STRONG
finder,finder,,국가녹색기술연구소 · 기후기술 협력 데이터,SMALL
finder,finder,,데이터 찾기,BUTTON
finder,finder,,데이터 지도,BUTTON
finder,finder,,데이터 다운로드,BUTTON
finder,finder,,⌕,SPAN
finder,finder,,검색,STRONG
finder,finder,,데이터 찾기,H1
finder,finder,,"주제, 기관, 기술, 지역으로 데이터를 검색할 수 있습니다",P
finder,finder,,검색,SPAN
finder,finder,,국가,SPAN
finder,finder,,정렬,SPAN
finder,finder,,대분류,SPAN
finder,finder,,데이터 그룹,SPAN
finder,finder,,상세검색,SUMMARY
finder,finder,,자료연도,SPAN
finder,finder,,제공기관,SPAN
finder,finder,,기후기술,SPAN
finder,finder,,검색조건 초기화,BUTTON
finder,finder,,현재 152개의 데이터가 있습니다,SPAN
finder,finder,public-finder-card-v135,국가 기본 정보,SPAN
finder,finder,public-finder-card-v135,›,SPAN
finder,finder,public-finder-card-v135,에너지·전력 정보,SPAN
finder,finder,public-finder-card-v135,1차 에너지 소비구조,SPAN
finder,finder,public-finder-card-v135,1차 에너지 소비구조의 항목별 구성과 연도별 변화를 확인할 수 있습니다,SPAN
finder,finder,public-finder-card-v135,자료기간,DT
finder,finder,public-finder-card-v135,1965–2025,DD
finder,finder,public-finder-card-v135,제공기관,DT
finder,finder,public-finder-card-v135,Energy Institute,SPAN
finder,finder,finder-card-tags-v135,01 태양광 기술,SPAN
finder,finder,finder-card-tags-v135,11 원자력 기술,SPAN
finder,finder,finder-card-tags-v135,02 태양열 기술,SPAN
finder,finder,public-finder-card-v135,데이터 보기,BUTTON
finder,finder,public-finder-card-v135,다운로드,BUTTON
finder,finder,public-finder-card-v135,기후 환경,SPAN
finder,finder,public-finder-card-v135,기후 영향 인자,SPAN
finder,finder,public-finder-card-v135,가뭄 위험,SPAN
finder,finder,public-finder-card-v135,기후 시나리오에 따라 장기적인 건조·습윤 상태가 어떻게 달라지는지 확인할 수 있습니다.,SPAN
finder,finder,public-finder-card-v135,2014–2020,DD
finder,finder,public-finder-card-v135,Copernicus,SPAN
finder,finder,public-finder-card-v135,ERA5,BUTTON
finder,finder,public-finder-card-v135,-Land · World Bank,SPAN
finder,finder,public-finder-card-v135,CCKP,BUTTON
finder,finder,public-finder-card-v135,(,SPAN
finder,finder,public-finder-card-v135,CMIP6,BUTTON
finder,finder,public-finder-card-v135,x0.25),SPAN
finder,finder,finder-card-tags-v135,SPEI12,BUTTON
finder,finder,finder-card-tags-v135,가뭄(성×시나리오×연도 개체 목록),SPAN
finder,finder,finder-card-tags-v135,가뭄(전국),SPAN
finder,finder,public-finder-card-v135,시장·산업 및 재원,SPAN
finder,finder,public-finder-card-v135,기후대응·기후기술 관련 정부 예산,SPAN
finder,finder,public-finder-card-v135,감축/적응 구분별 예산 배분 비율,SPAN
finder,finder,public-finder-card-v135,기후변화 대응 지출이 적응·감축·동시기여에 어떻게 배분됐는지 확인할 수 있습니다.,SPAN
finder,finder,public-finder-card-v135,2010–2020,DD
finder,finder,public-finder-card-v135,United Nations Development Programme · 베트남 기획투자부(,SPAN
finder,finder,public-finder-card-v135,MPI,BUTTON
finder,finder,public-finder-card-v135,) — Viet Nam Climate Public Expenditure and Investment Review (,SPAN
finder,finder,public-finder-card-v135,CPEIR,BUTTON
finder,finder,public-finder-card-v135,) 2015 · United Nations Development Programme 베트남사무소 · 베트남 기획투자부(,SPAN
finder,finder,public-finder-card-v135,) —,SPAN
finder,finder,public-finder-card-v135,2022,SPAN
finder,finder,public-finder-card-v135,해외 경쟁 정보,SPAN
finder,finder,public-finder-card-v135,개도국 내 각국별,SPAN
finder,finder,public-finder-card-v135,ODA,BUTTON
finder,finder,public-finder-card-v135,규모,SPAN
finder,finder,public-finder-card-v135,베트남에 유입된 공적개발원조의 장기 변화와 주요 공여자를 확인할 수 있습니다.,SPAN
finder,finder,public-finder-card-v135,2020–2024,DD
finder,finder,public-finder-card-v135,Organisation for Economic Co-operation and Development — Creditor Reporting System (,SPAN
finder,finder,public-finder-card-v135,CRS,BUTTON
finder,finder,public-finder-card-v135,),SPAN
finder,finder,finder-card-tags-v135,10 석탄액화·가스화 기술,SPAN
finder,finder,public-finder-card-v135,기후기술 분야 투자 정보,SPAN
finder,finder,public-finder-card-v135,개발금융·민관협력 투자사업,SPAN
finder,finder,public-finder-card-v135,개발금융·민관협력 투자사업의 사업 규모와 분야·기관별 구성을 확인할 수 있습니다,SPAN
finder,finder,public-finder-card-v135,2026,DD
finder,finder,public-finder-card-v135,IATI,BUTTON
finder,finder,public-finder-card-v135,Registry — d-portal 집계(World Bank·,SPAN
finder,finder,public-finder-card-v135,ADB,BUTTON
finder,finder,public-finder-card-v135,·,SPAN
finder,finder,public-finder-card-v135,IFC,BUTTON
finder,finder,public-finder-card-v135,등,SPAN
finder,finder,public-finder-card-v135,MDB,BUTTON
finder,finder,public-finder-card-v135,DFI,BUTTON
finder,finder,public-finder-card-v135,보고분),SPAN
finder,finder,finder-card-tags-v135,/,SPAN
finder,finder,finder-card-tags-v135,PPP,BUTTON
finder,finder,finder-card-tags-v135,투자 프로젝트,SPAN
finder,finder,public-finder-card-v135,수문학,SPAN
finder,finder,public-finder-card-v135,건기/우기 유량 차이,SPAN
finder,finder,public-finder-card-v135,건기/우기 유량 차이의 최근 수준과 항목별 차이를 확인할 수 있습니다,SPAN
finder,finder,public-finder-card-v135,2004–2026,DD
finder,finder,public-finder-card-v135,GRDC,BUTTON
finder,finder,public-finder-card-v135,"/ HydroBASINS / GloFAS · Le et al. (2014),",SPAN
finder,finder,public-finder-card-v135,HESS,BUTTON
finder,finder,finder-card-tags-v135,건기 최저유량,SPAN
finder,finder,finder-card-tags-v135,건기／우기 유량 차이(지점,SPAN
finder,finder,finder-card-tags-v135,메콩(Kratie) 건기,SPAN
finder,finder,public-finder-card-v135,기후 기초 정보,SPAN
finder,finder,public-finder-card-v135,건기와 우기,SPAN
finder,finder,public-finder-card-v135,건기와 우기의 최근 수준과 항목별 차이를 확인할 수 있습니다,SPAN
finder,finder,public-finder-card-v135,1991,DD
finder,finder,public-finder-card-v135,World Bank,SPAN
finder,finder,public-finder-card-v135,CRU,BUTTON
finder,finder,public-finder-card-v135,TS 4.09),SPAN
finder,finder,finder-card-tags-v135,연 평년강수,SPAN
finder,finder,finder-card-tags-v135,연 평년기온,SPAN
finder,finder,finder-card-tags-v135,월 평년강수,SPAN
finder,finder,public-finder-card-v135,인프라,SPAN
finder,finder,public-finder-card-v135,GIS,BUTTON
finder,finder,public-finder-card-v135,공간정보,SPAN
finder,finder,public-finder-card-v135,건물 분포,SPAN
finder,finder,public-finder-card-v135,건물 분포의 최근 수준과 항목별 차이를 확인할 수 있습니다,SPAN
finder,finder,public-finder-card-v135,2023,DD
finder,finder,public-finder-card-v135,OpenStreetMap contributors,SPAN
finder,finder,finder-card-tags-v135,건물 풋프린트,SPAN
finder,finder,finder-card-tags-v135,건물 풋프린트 레이어,SPAN
finder,finder,finder-card-tags-v135,19 건물효율 기술,SPAN
finder,finder,public-finder-card-v135,정책·제도,SPAN
finder,finder,public-finder-card-v135,BTR,BUTTON
finder,finder,public-finder-card-v135,"(격년투명성보고서, 舊",SPAN
finder,finder,public-finder-card-v135,BUR,BUTTON
finder,finder,public-finder-card-v135,격년투명성보고서(,SPAN
finder,finder,public-finder-card-v135,)의 제도 현황과 시행시점·주요 내용을 확인할 수 있습니다,SPAN
finder,finder,public-finder-card-v135,2010–2059,DD
finder,finder,public-finder-card-v135,UNFCCC,BUTTON
finder,finder,public-finder-card-v135,/ 베트남 천연자원환경부(,SPAN
finder,finder,public-finder-card-v135,MONRE,BUTTON
finder,finder,finder-card-tags-v135,2016년 부문×가스별,SPAN
finder,finder,finder-card-tags-v135,GHG,BUTTON
finder,finder,finder-card-tags-v135,배출량,SPAN
finder,finder,finder-card-tags-v135,GDP,BUTTON
finder,finder,finder-card-tags-v135,손실 추정(%),SPAN
finder,finder,finder-card-tags-v135,순배출량 (incl.,SPAN
finder,finder,finder-card-tags-v135,LULUCF,BUTTON
finder,finder,public-finder-card-v135,경쟁국 민간기업의 개도국 진출 현황,SPAN
finder,finder,public-finder-card-v135,경쟁국 민간기업의 개도국 진출 현황의 사업 규모와 분야·기관별 구성을 확인할 수 있습니다,SPAN
finder,finder,public-finder-card-v135,업계 전문지·로펌 분석·기업 공시 종합(,SPAN
finder,finder,public-finder-card-v135,IEEFA,BUTTON
finder,finder,public-finder-card-v135,", Akin Gump, Lexology, Enerdata, Vietnam Briefing, Maritime Executive 등)",SPAN
finder,finder,public-finder-card-v135,사회·경제 현황,SPAN
finder,finder,public-finder-card-v135,고용 및 실업,SPAN
finder,finder,public-finder-card-v135,고용 및 실업의 항목별 구성과 연도별 변화를 확인할 수 있습니다,SPAN
finder,finder,public-finder-card-v135,1991–2025,DD
finder,finder,finder-card-tags-v135,전체 실업률,SPAN
finder,finder,finder-card-tags-v135,청년 실업률,SPAN
finder,finder,public-finder-card-v135,과거·미래 기후,SPAN
finder,finder,public-finder-card-v135,과거·미래 기후전망(,SPAN
finder,finder,public-finder-card-v135,)의 최근 수준과 항목별 차이를 확인할 수 있습니다,SPAN
finder,finder,public-finder-card-v135,2014–2018,DD
finder,finder,public-finder-card-v135,Global Solar Atlas 2.0 (World Bank/,SPAN
finder,finder,public-finder-card-v135,ESMAP,BUTTON
finder,finder,public-finder-card-v135,", Solargis) · Global Wind Atlas 3.x (",SPAN
finder,finder,public-finder-card-v135,DTU,BUTTON
finder,finder,public-finder-card-v135,/World Bank,SPAN
finder,finder,finder-card-tags-v135,기반 과거／미래 기후(성×시나리오×연도 개체 목록),SPAN
finder,finder,finder-card-tags-v135,기반 과거／미래 기후(전국),SPAN
finder,finder,finder-card-tags-v135,상대습도(hurs),SPAN
finder,finder,public-finder-card-v135,협력·실행 기반,SPAN
finder,finder,public-finder-card-v135,개도국 기술 역량 평가 지표,SPAN
finder,finder,public-finder-card-v135,과학기술 인력,SPAN
finder,finder,public-finder-card-v135,과학기술 인력의 최근 수준과 항목별 차이를 확인할 수 있습니다,SPAN
finder,finder,public-finder-card-v135,2016–2023,DD
finder,finder,public-finder-card-v135,UNESCO,BUTTON
finder,finder,public-finder-card-v135,Institute for Statistics (,SPAN
finder,finder,public-finder-card-v135,UIS,BUTTON
finder,finder,public-finder-card-v135,) · World Bank (원자료:,SPAN
finder,finder,public-finder-card-v135,Institute for Statistics),SPAN
finder,finder,finder-card-tags-v135,STEM,BUTTON
finder,finder,finder-card-tags-v135,졸업 비중(남성),SPAN
finder,finder,finder-card-tags-v135,졸업 비중(여성),SPAN
finder,finder,finder-card-tags-v135,졸업 비중(전체),SPAN
finder,finder,public-finder-card-v135,광물 자원량,SPAN
finder,finder,public-finder-card-v135,광물 매장량,SPAN
finder,finder,public-finder-card-v135,광물 매장량의 최근 수준과 항목별 차이를 확인할 수 있습니다,SPAN
finder,finder,public-finder-card-v135,USGS,BUTTON
finder,finder,public-finder-card-v135,Mineral Commodity Summaries 2026,SPAN
finder,finder,finder-card-tags-v135,확인 매장량,SPAN
finder,finder,finder-card-tags-v135,18 수송효율 기술,SPAN
finder,finder,public-finder-card-v135,광물 생산량,SPAN
finder,finder,public-finder-card-v135,광물 생산량의 최근 수준과 항목별 차이를 확인할 수 있습니다,SPAN
finder,finder,public-finder-card-v135,2024–2025,DD
finder,finder,public-finder-card-v135,Mineral Commodity Summaries 2026 ·,SPAN
finder,finder,public-finder-card-v135,Mineral Commodity Summaries 2026 / 언론·산업 보고,SPAN
finder,finder,finder-card-tags-v135,광산 생산량,SPAN
finder,finder,finder-card-tags-v135,생산량 미수록(구리,SPAN
finder,finder,finder-card-tags-v135,희토류 생산 급감(2024→2025) 사유,SPAN
finder,finder,public-finder-card-v135,광물자원 국제순위,SPAN
finder,finder,public-finder-card-v135,광물자원 국제순위의 최근 수준과 항목별 차이를 확인할 수 있습니다,SPAN
finder,finder,finder-card-tags-v135,세계 매장량 비중,SPAN
finder,finder,finder-card-tags-v135,세계 매장량 순위,SPAN
finder,finder,finder-card-tags-v135,세계 생산량 비중,SPAN
finder,finder,public-finder-card-v135,국가 거버넌스 지표(,SPAN
finder,finder,public-finder-card-v135,WGI,BUTTON
finder,finder,public-finder-card-v135,"시민 자유·참여, 정치안정, 정부 효과성, 규제의 질, 법치, 부패 통제가 어떻게 변했는지 확인할 수 있습니다.",SPAN
finder,finder,public-finder-card-v135,1996–2024,DD
finder,finder,finder-card-tags-v135,CPIA,BUTTON
finder,finder,finder-card-tags-v135,A. 경제관리 클러스터 평균,SPAN
finder,finder,finder-card-tags-v135,B. 구조정책 클러스터 평균,SPAN
finder,finder,finder-card-tags-v135,C. 사회적 포용,SPAN
finder,finder,public-finder-card-v135,NDC,BUTTON
finder,finder,public-finder-card-v135,(국가 온실가스 감축 목표),SPAN
finder,finder,public-finder-card-v135,국가 온실가스 감축목표(,SPAN
finder,finder,public-finder-card-v135,2014–2030,DD
finder,finder,public-finder-card-v135,Registry / 베트남 천연자원환경부(,SPAN
finder,finder,finder-card-tags-v135,2b.,SPAN
finder,finder,finder-card-tags-v135,BAU,BUTTON
finder,finder,finder-card-tags-v135,2030 부문별 배출량 (5개 부문),SPAN
finder,finder,finder-card-tags-v135,"배출 시나리오 (총량, 2014~2030 시계열)",SPAN
finder,finder,finder-card-tags-v135,"배출 전망(2030,",SPAN
finder,finder,finder-card-tags-v135,MtCO₂e,BUTTON
finder,finder,public-finder-card-v135,NAP,BUTTON
finder,finder,public-finder-card-v135,(국가 적응 계획),SPAN
finder,finder,public-finder-card-v135,국가적응계획(,SPAN
finder,finder,public-finder-card-v135,2020–2050,DD
finder,finder,public-finder-card-v135,Central / 베트남 농업환경부(,SPAN
finder,finder,public-finder-card-v135,MAE,BUTTON
finder,finder,finder-card-tags-v135,M&E 지표 체계,SPAN
finder,finder,finder-card-tags-v135,기후변화 취약성 평가 (부문별 위험도),SPAN
finder,finder,finder-card-tags-v135,모니터링,SPAN
finder,finder,public-finder-card-v135,국내총생산 및 경제성장,SPAN
finder,finder,public-finder-card-v135,국내총생산 및 경제성장의 항목별 구성과 연도별 변화를 확인할 수 있습니다,SPAN
finder,finder,public-finder-card-v135,1985–2025,DD
finder,finder,finder-card-tags-v135,1인당,SPAN
finder,finder,finder-card-tags-v135,성장률,SPAN
finder,finder,public-finder-card-v135,Cooperative Climate Initiative 참여 현황,SPAN
finder,finder,public-finder-card-v135,국제 기후협력 이니셔티브,SPAN
finder,finder,public-finder-card-v135,국제 기후협력 이니셔티브의 사업 규모와 분야·기관별 구성을 확인할 수 있습니다,SPAN
finder,finder,public-finder-card-v135,1994–2050,DD
finder,finder,public-finder-card-v135,Global Methane Pledge (,SPAN
finder,finder,public-finder-card-v135,EU,BUTTON
finder,finder,public-finder-card-v135,·US 공동 주도) ·,SPAN
finder,finder,public-finder-card-v135,Global Climate Action Portal (,SPAN
finder,finder,public-finder-card-v135,NAZCA,BUTTON
finder,finder,finder-card-tags-v135,등재 개별 행위자 명부,SPAN
finder,finder,finder-card-tags-v135,등재 행위자,SPAN
finder,finder,finder-card-tags-v135,참여형태(Engagement) 집계,SPAN
finder,finder,public-finder-card-v135,민간 파트너,SPAN
finder,finder,public-finder-card-v135,국제기구 현지사무소,SPAN
finder,finder,public-finder-card-v135,국제기구 현지사무소의 기관별 역할·전문분야·지원내용을 확인할 수 있습니다,SPAN
finder,finder,public-finder-card-v135,ABC News (언론 보도 — 기관 공식 출처 아님) · Agence Française de Développement (,SPAN
finder,finder,public-finder-card-v135,AFD,BUTTON
finder,finder,finder-card-tags-v135,city,SPAN
finder,finder,finder-card-tags-v135,collectionStatus,SPAN
finder,finder,finder-card-tags-v135,contactType,SPAN
finder,finder,public-finder-card-v135,주요 국제기구 사업 추진 현황,SPAN
finder,finder,public-finder-card-v135,국제기구·개발은행 사업,SPAN
finder,finder,public-finder-card-v135,국제기구·개발은행 사업의 사업 규모와 분야·기관별 구성을 확인할 수 있습니다,SPAN
finder,finder,public-finder-card-v135,Datastore (,SPAN
finder,finder,public-finder-card-v135,Secretariat) — 국제기구·,SPAN
finder,finder,public-finder-card-v135,보고 활동 원자료 ·,SPAN
finder,finder,public-finder-card-v135,"Registry — d-portal 집계(World Bank,",SPAN
finder,finder,public-finder-card-v135,",",SPAN
finder,finder,public-finder-card-v135,UNDP,BUTTON
finder,finder,public-finder-card-v135,FAO,BUTTON
finder,finder,public-finder-card-v135,UNICEF,BUTTON
finder,finder,public-finder-card-v135,UN,BUTTON
finder,finder,public-finder-card-v135,"-Habitat,",SPAN
finder,finder,public-finder-card-v135,UNEP,BUTTON
finder,finder,public-finder-card-v135,IFAD,BUTTON
finder,finder,public-finder-card-v135,UNIDO,BUTTON
finder,finder,public-finder-card-v135,WHO,BUTTON
finder,finder,public-finder-card-v135,ILO,BUTTON
finder,finder,public-finder-card-v135,등 보고분),SPAN
finder,finder,finder-card-tags-v135,주요 국제기구,SPAN
finder,finder,public-finder-card-v135,국제협력·기후재원 사업,SPAN
finder,finder,public-finder-card-v135,국제협력·기후재원 사업의 사업 규모와 분야·기관별 구성을 확인할 수 있습니다,SPAN
finder,finder,public-finder-card-v135,2013–2026,DD
finder,finder,public-finder-card-v135,Climate Investment Funds (,SPAN
finder,finder,public-finder-card-v135,CIF,BUTTON
finder,finder,public-finder-card-v135,) — Clean Technology Fund (,SPAN
finder,finder,public-finder-card-v135,CTF,BUTTON
finder,finder,public-finder-card-v135,) Trust Fund Committee · Global Environment Facility (,SPAN
finder,finder,public-finder-card-v135,GEF,BUTTON
finder,finder,public-finder-card-v135,) Secretariat,SPAN
finder,finder,finder-card-tags-v135,및 기후기금 재원,SPAN
finder,finder,,개도국 기후기술 협력 플랫폼,STRONG
finder,finder,,국가·기술별 근거자료 탐색·비교·협력 검토,P
finder,finder,,지도,BUTTON
finder,finder,,데이터 이용안내,BUTTON
finder,finder,,© 2026 국가녹색기술연구소,SPAN
finder,finder,,문의,A
download,download,,개도국 전략지도,STRONG
download,download,,국가녹색기술연구소 · 기후기술 협력 데이터,SMALL
download,download,,데이터 찾기,BUTTON
download,download,,데이터 지도,BUTTON
download,download,,데이터 다운로드,BUTTON
download,download,,⌕,SPAN
download,download,,검색,STRONG
download,download,,데이터 다운로드,H1
download,download,,다운로드할 데이터를 선택하세요.,SPAN
download,download,,CSV,BUTTON
download,download,,또는,SPAN
download,download,,JSON,BUTTON
download,download,,으로 내려받을 수 있습니다,SPAN
download,download,,1. 데이터 선택,H2
download,download,,검색,SPAN
download,download,,국가,SPAN
download,download,,대분류,SPAN
download,download,,데이터 그룹,SPAN
download,download,,부패인식지수(CPI) 선택,SPAN
download,download,,부패인식지수(,SPAN
download,download,,CPI,BUTTON
download,download,,),SPAN
download,download,,다운로드 가능,SPAN
download,download,,2025 · Transparency International,SPAN
download,download,,114행,SMALL
download,download,,국가 거버넌스 지표(WGI) 선택,SPAN
download,download,,국가 거버넌스 지표(,SPAN
download,download,,WGI,BUTTON
download,download,,2024 · World Bank,SPAN
download,download,,312행,SMALL
download,download,,국내총생산 및 경제성장 선택,SPAN
download,download,,국내총생산 및 경제성장,SPAN
download,download,,2025 · World Bank,SPAN
download,download,,272행,SMALL
download,download,,빈곤율 및 극빈곤율 선택,SPAN
download,download,,빈곤율 및 극빈곤율,SPAN
download,download,,2022 · World Bank,SPAN
download,download,,62행,SMALL
download,download,,산업구조 선택,SPAN
download,download,,산업구조,SPAN
download,download,,141행,SMALL
download,download,,고용 및 실업 선택,SPAN
download,download,,고용 및 실업,SPAN
download,download,,120행,SMALL
download,download,,인구 및 도시화 선택,SPAN
download,download,,인구 및 도시화,SPAN
download,download,,263행,SMALL
download,download,,소득 불평등(지니계수) 선택,SPAN
download,download,,소득 불평등(지니계수),SPAN
download,download,,31행,SMALL
download,download,,온실가스 배출집약도 선택,SPAN
download,download,,온실가스 배출집약도,SPAN
download,download,,"2024 · European Commission, Joint Research Centre (",SPAN
download,download,,JRC,BUTTON
download,download,,) —,SPAN
download,download,,EDGAR,BUTTON
download,download,,90행,SMALL
download,download,,온실가스 종류별 배출량 선택,SPAN
download,download,,온실가스 종류별 배출량,SPAN
download,download,,400행,SMALL
download,download,,부문별 온실가스 배출량 선택,SPAN
download,download,,부문별 온실가스 배출량,SPAN
download,download,,495행,SMALL
download,download,,온실가스 총배출량 선택,SPAN
download,download,,온실가스 총배출량,SPAN
download,download,,103행,SMALL
download,download,,NDC와 지속가능발전목표 연계 선택,SPAN
download,download,,NDC,BUTTON
download,download,,와 지속가능발전목표 연계,SPAN
download,download,,2016 · World Resources Institute — Climate Watch,SPAN
download,download,,366행,SMALL
download,download,,지속가능발전목표 지수 선택,SPAN
download,download,,지속가능발전목표 지수,SPAN
download,download,,2025 · Sustainable Development Solutions Network (,SPAN
download,download,,SDSN,BUTTON
download,download,,494행,SMALL
download,download,,지속가능발전목표 세부 달성도 선택,SPAN
download,download,,지속가능발전목표 세부 달성도,SPAN
download,download,,2026 · Sustainable Development Solutions Network (,SPAN
download,download,,101행,SMALL
download,download,,1차 에너지 소비구조 선택,SPAN
download,download,,1차 에너지 소비구조,SPAN
download,download,,2025 · Energy Institute,SPAN
download,download,,427행,SMALL
download,download,,발전원별 균등화 발전비용 선택,SPAN
download,download,,발전원별 균등화 발전비용,SPAN
download,download,,2050 · BloombergNEF,SPAN
download,download,,72행,SMALL
download,download,,발전설비 용량 선택,SPAN
download,download,,발전설비 용량,SPAN
download,download,,2025 · International Renewable Energy Agency (,SPAN
download,download,,IRENA,BUTTON
download,download,,676행,SMALL
download,download,,송배전 손실률 선택,SPAN
download,download,,송배전 손실률,SPAN
download,download,,2023 · World Bank,SPAN
download,download,,34행,SMALL
download,download,,재생에너지 비중 선택,SPAN
download,download,,재생에너지 비중,SPAN
download,download,,52행,SMALL
download,download,,전력 접근률 선택,SPAN
download,download,,전력 접근률,SPAN
download,download,,84행,SMALL
download,download,,정전 빈도와 지속시간 선택,SPAN
download,download,,정전 빈도와 지속시간,SPAN
download,download,,2026 · Vietnam Electricity (,SPAN
download,download,,EVN,BUTTON
download,download,,54행,SMALL
download,download,,발전소 현황 선택,SPAN
download,download,,발전소 현황,SPAN
download,download,,2026 · OpenStreetMap contributors,SPAN
download,download,,"1,964행",SMALL
download,download,,베트남 송전망 선택,SPAN
download,download,,베트남 송전망,SPAN
download,download,,2024 · World Bank (ENERGYDATA.INFO),SPAN
download,download,,723행,SMALL
download,download,,탄소포집·저장 시설 선택,SPAN
download,download,,탄소포집·저장 시설,SPAN
download,download,,2026 · STADT(공개 1차 출처 정리),SPAN
download,download,,6행,SMALL
download,download,,건물 분포 선택,SPAN
download,download,,건물 분포,SPAN
download,download,,7행,SMALL
download,download,,육상교통 인프라 선택,SPAN
download,download,,육상교통 인프라,SPAN
download,download,,35행,SMALL
download,download,,해안·수자원 인프라 선택,SPAN
download,download,,해안·수자원 인프라,SPAN
download,download,,19행,SMALL
download,download,,자유무역협정 체결 현황 선택,SPAN
download,download,,자유무역협정 체결 현황,SPAN
download,download,,2026 ·,SPAN
download,download,,WTO,BUTTON
download,download,,"and Integration Center,",SPAN
download,download,,VCCI,BUTTON
download,download,,20행,SMALL
download,download,,한국과의 교역 규모 선택,SPAN
download,download,,한국과의 교역 규모,SPAN
download,download,,2024 · 한국무역협회(Korea International Trade Association),SPAN
download,download,,16행,SMALL
download,download,,물류성과지수 선택,SPAN
download,download,,물류성과지수,SPAN
download,download,,49행,SMALL
download,download,,중간재 교역 규모 선택,SPAN
download,download,,중간재 교역 규모,SPAN
download,download,,2023 ·,SPAN
download,download,,OECD,BUTTON
download,download,,100행,SMALL
download,download,,해운 연결성 선택,SPAN
download,download,,해운 연결성,SPAN
download,download,,2026 · United Nations Conference on Trade and Development (,SPAN
download,download,,UNCTAD,BUTTON
download,download,,82행,SMALL
download,download,,건기와 우기 선택,SPAN
download,download,,건기와 우기,SPAN
download,download,,1991 · World Bank,SPAN
download,download,,CCKP,BUTTON
download,download,,(,SPAN
